/organization/airclic,AirClic,http://www.airclic.com,|Mobile|, Mobile , 27 500 000 ,operating,USA,PA,Philadelphia,Feasterville Trevose,2,01/01/1999,1999-01,1999-Q1,1999,28/03/2000,20/02/2007
/organization/aircom,Aircom,http://www.aircom.com.cn,|Software|, Software , -   ,operating,CHN,,Beijing,Beijing,2,01/04/2002,2002-04,2002-Q2,2002,01/01/2002,01/03/2005
/organization/aircraft-logs,Aircraft Logs,http://www.aircraftlogs.com,|Enterprise Software|, Enterprise Software , -   ,operating,USA,OH,"Columbus, Ohio",Columbus,1,01/01/2005,2005-01,2005-Q1,2005,29/11/2007,29/11/2007
/organization/aircrm,Aircrm,http://www.aircrm.com.br/,,, 43 859 ,operating,BRA,,Sao Paulo,São Paulo,1,01/01/2013,2013-01,2013-Q1,2013,01/08/2013,01/08/2013
/organization/aircuity,Aircuity,http://www.aircuity.com,|Clean Technology|, Clean Technology , 12 500 000 ,operating,USA,MA,Boston,Newton,3,01/01/2000,2000-01,2000-Q1,2000,30/09/2008,25/07/2013
/organization/airdroids,AirDroids,http://www.airdroids.com,|Hardware + Software|, Hardware + Software , 929 212 ,operating,USA,DC,"Washington, D.C.",Washington,1,01/11/2013,2013-11,2013-Q4,2013,17/03/2014,17/03/2014
/organization/airec,Airec,http://www.airec.se,|Manufacturing|, Manufacturing , 4 672 932 ,operating,SWE,,Malmo,Malmö,1,,,,,17/03/2011,17/03/2011
/organization/aireon,Aireon,http://www.aireon.com,|Public Transportation|, Public Transportation , 50 000 000 ,operating,USA,VA,"Washington, D.C.",Mclean,1,,,,,18/02/2014,18/02/2014
/organization/aires-pharmaceuticals,Aires Pharmaceuticals,http://www.airespharma.com,|Biotechnology|, Biotechnology , 20 000 000 ,acquired,USA,CA,San Diego,San Diego,1,01/12/2006,2006-12,2006-Q4,2006,11/11/2010,11/11/2010
/organization/aireum,Aireum,http://goconspire.com,|Big Data|Networking|Email|Analytics|, Analytics , 3 488 033 ,operating,USA,CA,SF Bay Area,Palo Alto,2,01/07/2012,2012-07,2012-Q3,2012,28/06/2013,01/08/2014
/organization/airex-energy,Airex Energy,http://airex-energy.com,,, 3 000 000 ,operating,CAN,QC,Montreal,Laval,1,,,,,10/06/2014,10/06/2014
/organization/airgain,Airgain,http://airgain.com,|Mobile|, Mobile , 10 800 000 ,operating,USA,CA,San Diego,Carlsbad,3,01/01/2003,2003-01,2003-Q1,2003,15/07/2005,22/06/2009
/organization/airinspace,AirInSpace,http://www.airinspace.com,|Biotechnology|Manufacturing|, Manufacturing , 8 500 000 ,operating,NLD,,NLD - Other,,1,,,,,08/10/2007,08/10/2007
/organization/airizu,Airizu,,,, 2 000 000 ,operating,,,,,1,,,,,20/07/2011,20/07/2011
/organization/airkast,AirKast,http://airkast.com,|Sports|, Sports , 750 000 ,operating,USA,CA,SF Bay Area,Cupertino,1,01/01/2007,2007-01,2007-Q1,2007,13/06/2011,13/06/2011
/organization/airmedia-2,AirMedia,http://www.airmedia.com/,|Content Syndication|, Content Syndication , 900 000 ,operating,USA,CA,Los Angeles,Culver City,1,01/01/2014,2014-01,2014-Q1,2014,10/06/2014,10/06/2014
/organization/airnet-communications,AirNet Communications,http://www.aircom.com,|Telecommunications|Messaging|, Telecommunications , 6 000 000 ,operating,USA,FL,Florida's Space Coast,Melbourne Beach,1,01/01/1974,1974-01,1974-Q1,1974,08/11/2005,08/11/2005
/organization/airpair,AirPair,http://www.airpair.com,|Software|, Software , -   ,operating,USA,CA,SF Bay Area,San Francisco,1,01/01/2013,2013-01,2013-Q1,2013,01/01/2014,01/01/2014
/organization/airpatrol-corporation,AirPatrol Corporation,http://www.airpatrolcorp.com,|Wireless|Mobile Security|Location Based Services|Mobility|Mobile|, Wireless , 3 675 000 ,acquired,USA,MD,Baltimore,Columbia,1,01/01/2006,2006-01,2006-Q1,2006,20/04/2011,20/04/2011
/organization/laboryou-international,Airpersons,http://www.airpersons.com,|Mobile|Messaging|, Messaging , 700 000 ,operating,,,,,3,01/01/2012,2012-01,2012-Q1,2012,01/01/2011,01/09/2012
/organization/airphrame,Airphrame,http://www.airphrame.com,,, 4 249 998 ,operating,USA,CA,SF Bay Area,San Francisco,2,17/06/2012,2012-06,2012-Q2,2012,17/05/2013,16/07/2014
/organization/airpim,airpim,http://www.airpim.com,|Loyalty Programs|Software|, Software , 659 783 ,operating,,,,,1,20/10/2009,2009-10,2009-Q4,2009,20/10/2010,20/10/2010
/organization/airplug,AirPlug,http://www.airplug.com,,, -   ,operating,USA,CA,SF Bay Area,Menlo Park,2,,,,,17/09/2002,30/09/2013
/organization/airpos,AirPOS,http://www.airpointofsale.com,|Point of Sale|E-Commerce|Retail|Software|, E-Commerce , 612 042 ,operating,GBR,,Belfast,Belfast,3,05/05/2009,2009-05,2009-Q2,2009,02/09/2009,11/01/2012
/organization/airpost-io,Airpost.io,http://www.airpost.io/,|Cloud Data Services|, Cloud Data Services , 28 000 ,operating,USA,CA,SF Bay Area,San Francisco,1,,,,,01/02/2013,01/02/2013
/organization/airpowered,Airpowered,http://airpowered.com,,, 2 175 000 ,operating,USA,FL,Orlando,Tavares,1,,,,,20/02/2009,20/02/2009
/organization/airpr,AirPR,http://www.airpr.com,|Public Relations|, Public Relations , 5 000 000 ,,USA,CA,SF Bay Area,San Francisco,2,01/01/2011,2011-01,2011-Q1,2011,25/09/2012,05/05/2014
/organization/airpush,Airpush,http://www.airpush.com,|Advertising|, Advertising , 400 000 ,,USA,CA,Los Angeles,Los Angeles,1,01/12/2010,2010-12,2010-Q4,2010,03/01/2011,03/01/2011
/organization/airsage,AirSage,http://www.airsage.com,|Public Transportation|, Public Transportation , 6 000 000 ,operating,USA,GA,Atlanta,Atlanta,1,01/05/2000,2000-05,2000-Q2,2000,06/12/2006,06/12/2006
/organization/airseed,Airseed,http://www.airseed.com,|Developer APIs|Analytics|Big Data|Predictive Analytics|, Developer APIs , -   ,operating,USA,CA,SF Bay Area,San Francisco,1,01/01/2012,2012-01,2012-Q1,2012,01/03/2013,01/03/2013
/organization/airsense-wireless,AirSense Wireless,http://www.airsensewireless.com,|Wireless|Mobile|, Wireless , 2 502 038 ,operating,GBR,,London,London,1,01/06/2010,2010-06,2010-Q2,2010,29/09/2011,29/09/2011
/organization/airship-ventures,Airship Ventures,http://www.airshipventures.com/,|Public Transportation|, Public Transportation , 10 500 000 ,operating,USA,CA,CA - Other,Moffett Field,2,01/01/2007,2007-01,2007-Q1,2007,09/05/2008,01/03/2009
/organization/airside-mobile,Airside Mobile,http://www.airsidemobile.com,|Travel|Transportation|Aerospace|Mobile|, Transportation , 450 000 ,operating,USA,VA,"Washington, D.C.",Arlington,2,01/05/2009,2009-05,2009-Q2,2009,01/05/2009,01/12/2010
/organization/airsig-technology,AirSig Technology,http://www.airsig.com,|Sales and Marketing|B2B|Cloud Computing|E-Commerce|Internet|Mobile|Android|Security|, Internet , 2 000 000 ,operating,,,,,1,25/04/2014,2014-04,2014-Q2,2014,02/09/2014,02/09/2014
/organization/airsis,AIRSIS,http://www.airsis.com,|Software|, Software , 2 000 000 ,operating,USA,CA,San Diego,San Diego,2,01/01/1998,1998-01,1998-Q1,1998,30/12/2005,01/01/2007
/organization/airspan,Airspan,http://www.airspan.com,|Web Hosting|, Web Hosting , 10 000 000 ,operating,USA,FL,Palm Beaches,Boca Raton,1,01/01/1992,1992-01,1992-Q1,1992,02/09/2009,02/09/2009
/organization/airspan-networks,Airspan Networks,http://airspan.com,|Mobile|, Mobile , 69 136 000 ,operating,USA,FL,Palm Beaches,Boca Raton,5,01/01/1992,1992-01,1992-Q1,1992,14/10/2009,27/08/2014
/organization/airstone-labs,Airstone,http://www.airstone.io,,, 2 511 000 ,operating,USA,CA,SF Bay Area,San Francisco,1,01/01/2013,2013-01,2013-Q1,2013,01/01/2013,01/01/2013
/organization/airstrip-technologies,Airstrip Technologies,http://www.airstriptech.com,|Health Care|, Health Care , 65 000 000 ,operating,USA,TX,San Antonio,San Antonio,4,01/01/2004,2004-01,2004-Q1,2004,24/08/2010,26/08/2014
